Tarih,PM10,PM10Debi,SO2,NO2,NOX,NO,O3,HavaSicakligi,RuzgarHizi,BagilNem,HavaBasinc,HKI
1/1/2020,26.22717049909411,10.869743028030335,10.424480154991956,33.35570886602997,87.12610158652053,34.616069227285635,25.561607442708247,15.906835250780109,1.5695844002574326,91.57930769031309,1013.9235158469528,1.0
12/31/2019,19.34773530984736,10.87274128939394,9.464290318644792,27.590221636403516,77.16744567338549,30.35611417648035,30.736919882440624,15.577235479864399,2.04298886180223,93.33042987763191,1013.9239599816617,1.0
12/30/2019,21.309217090277727,10.86213595189391,9.746531324074077,29.55274633867495,79.81331590679454,30.35118758653867,21.68634693750013,14.347333688197766,2.3452780580143573,92.2654076776313,1011.4712897089253,1.0
12/29/2019,17.983113499999963,10.854746490530395,8.842539421296301,27.73256927841856,78.42200624578199,31.903103176373897,26.404492390625,11.808056695773544,1.3746333205472892,93.66266630263159,1011.7085544437828,1.0
12/28/2019,25.107150052083274,10.85125408598488,8.968796263888889,33.4079323745445,86.33181669567469,34.20064606987198,24.770681218750124,15.54851345075756,1.5630058830234104,88.0981895833329,1008.65009666667,1.0
12/27/2019,23.997270026620328,10.84916548181824,8.855132153174608,36.023690280048875,93.85217137867448,37.145072793785076,26.22295847395837,15.97584939393969,1.5372488338636303,85.3158002083337,1008.8083397727299,1.0
12/26/2019,19.165278598800477,10.847919083481548,8.844340820304199,28.059882454401695,78.87055013886871,31.380379998931087,25.870350796875247,16.42294886466937,1.7749317712809936,87.98605167803021,1002.02303831956,1.0
12/25/2019,23.24211527083328,10.851987992045334,9.250252253703675,32.322799890695464,85.38891258391303,32.72487422164947,18.41017970312504,18.0167138939393,1.7958376375000034,87.40075066666701,998.1486144318179,1.0
12/24/2019,25.02889702072366,10.846904764015212,10.291767466242113,41.37158218727762,108.64664465339949,41.539610177308504,20.18326142234832,21.627347072014274,1.53281993419099,87.64907439130471,990.1370155039527,1.0
12/23/2019,24.727290538194556,10.844310947348424,10.197044567592588,30.70767426848257,76.23336258646759,28.637641512635774,54.5756194895835,21.48942272727282,2.699176239015157,55.2401857083333,989.3281172727264,1.0
12/22/2019,46.05880871527784,10.843127411363637,11.157972593055586,34.778644747440254,99.82255829071312,38.658655975439814,47.69411930208311,30.938670454545544,1.9946436356060573,55.1273121249999,1000.8322887121208,1.0
12/21/2019,74.90278500846783,10.851138287155647,15.261649845652213,54.61014257456392,188.1258432592876,70.84394423605036,18.613625064785094,54.02641485963666,1.4088919972661391,69.82849510688409,1009.5798819548883,2.0
12/20/2019,79.93288427728258,10.833490050541153,22.83140344444449,60.34556986798131,196.67771254821682,86.70184138548937,13.822542932291686,55.11400996590939,1.0998573337121185,78.5582504527776,1017.684565810609,2.0
12/19/2019,70.89298347222218,10.820393960606026,20.248196587963143,55.929974555829155,189.33690160811176,73.96963548717956,16.029336942708333,50.25385818939394,1.1717919161363546,74.2105105416666,1023.330285189391,2.0
12/18/2019,69.05045769097276,10.827313996143221,19.82279653240729,53.81767844833677,180.378540419314,79.89797749798619,19.086788828125,51.36604228787885,1.4716802143939338,71.6411696666666,1021.4593362878819,2.0
12/17/2019,69.49718895833276,10.840024141666786,24.466827467129697,59.11116027767949,199.93632803619488,84.7921889111692,17.401326784564414,48.90258718412353,1.2331415939229282,70.7678634420291,1019.4740646031028,2.0
12/16/2019,52.59206368432967,10.85080217417658,11.485149339693976,51.60342741254856,166.31124408341023,75.55991880523514,16.924452717761927,38.12234835540185,1.08853367559588,80.69161383152179,1019.6344275246972,1.0
12/15/2019,31.89695211564009,10.846100907476911,9.268369768055623,40.99643962954698,122.88702954194622,52.47843627271509,21.71280600520838,30.450818578227633,1.2182554007575794,80.6950432916669,1007.8405129545456,1.0
12/14/2019,35.7509738368055,10.808889786742453,14.471544843518512,47.14137106056713,130.78920084991574,53.52766217865098,22.08473795833329,29.86429622727236,1.3718974055096382,72.54015562499998,994.1081748863727,1.0
12/13/2019,69.34433442389108,10.808607105386631,16.774145644781225,53.34791718731923,172.43551180426982,80.34923077849436,10.372348787364077,35.81828402262928,1.0397689669421517,88.4863127386365,994.4744275895273,2.0
